,name,full_text,date,url
111,Andrew Tate,Hello my children.,2022-12-20T10:05:23.000Z,https://twitter.com/Cobratate/status/1605142311154900992
112,Andrew Tate,"This is how you eat outside the Matrix.

Break free. https://t.co/DAV39WfJMX",2022-12-18T20:31:36.000Z,https://twitter.com/Cobratate/status/1604575127815032837
113,Andrew Tate,"You’re welcome baby.

You’re not a nobody, and you have beautiful eyes. 

Would love to do a podcast. Waiting for you in Dubai ❤️ https://t.co/xrmnPuupfK",2022-12-18T19:36:16.000Z,https://twitter.com/Cobratate/status/1604561201140301824
114,Andrew Tate,"Hanging with your boys

Watch the full EM episode here:
https://t.co/nc4IRs93iX https://t.co/HnqbxqcUUO",2022-12-18T16:21:46.000Z,https://twitter.com/Cobratate/status/1604512253986099201
115,Andrew Tate,"I will buy some more bitcoin today.

Im diamond hands along with you brother.",2022-12-18T12:25:29.000Z,https://twitter.com/Cobratate/status/1604452790625091585
116,Andrew Tate,"Anyone who’s not been “cancelled” is an agent of the matrix and a rat. 

Remember that when you watch their videos.",2022-12-18T11:36:14.000Z,https://twitter.com/Cobratate/status/1604440396817469440
117,Andrew Tate,"Your life path was unique. 

But you are not unique.

You have ignored the unique and beautiful lessons god has given you via trauma.

You refused to analyse, absorb and WORK post lessons. 

So despite your unique life experience, you’re still very average.

You’re a loser.",2022-12-18T10:17:33.000Z,https://twitter.com/Cobratate/status/1604420596749713415
118,Andrew Tate,"The rules are designed to prevent you from freedom. 

They’re so concisely derived that even if you break them - you stand near zero chance. 

You must CHANGE THE GAME that you’re playing entirely.",2022-12-18T09:00:40.000Z,https://twitter.com/Cobratate/status/1604401247087476738
119,Andrew Tate,"We teach you how to escape the work consume die cycle. 

Over 200,000 students learning the secrets to wealth creation in real time.

They will leave you behind, unless you join them.

ESCAPE THE MATRIX.

Take the red pill here: https://t.co/P0AAPg5JIC https://t.co/jNqWdc9Byt",2022-12-17T20:45:58.000Z,https://twitter.com/Cobratate/status/1604216356404170755
120,Andrew Tate,Correct. Learn here: https://t.co/P0AAPg5JIC,2022-12-17T20:08:22.000Z,https://twitter.com/Cobratate/status/1604206890682093569
121,Andrew Tate,"Hey @LloydsBank when the Matrix attacked me you froze my account for zero reason because youre agent controlled scum who believe bad (fake) press = no bank

Unfreeze the account its 3,200,000 pounds and I wanna give it all away on twitter

I dont need it because im a billionaire",2022-12-17T20:01:27.000Z,https://twitter.com/Cobratate/status/1604205151065059328
